Feature_ID,BL21_12hr-BL21_3hr_logFC,BL21_12hr-control_12hr_logFC,BL21_3hr-control_3hr_logFC,CC_12hr-CC_3hr_logFC,CC_12hr-control_12hr_logFC,CC_3hr-control_3hr_logFC,control_12hr-control_3hr_logFC,LPS_12hr-control_12hr_logFC,LPS_12hr-LPS_3hr_logFC,LPS_3hr-control_3hr_logFC
ENSG00000106105,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106125,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000106144,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106153,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106211,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000106244,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106245,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106246,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106258,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000106261,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106263,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106266,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106268,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106290,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106299,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106305,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106330,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000106333,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106344,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000106346,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106348,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000106351,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106355,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106366,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106367,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000106392,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000106397,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000106399,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106400,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106404,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000106415,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106443,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106459,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106460,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106462,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106477,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000106479,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000106484,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106524,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000106546,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106554,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106560,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000106571,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000106588,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106591,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106603,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106605,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000106608,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106609,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000106615,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106617,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106624,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106628,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106635,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106636,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106638,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106665,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000106682,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000106683,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106686,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106692,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106701,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106723,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106733,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000106771,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106772,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106780,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106785,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000106789,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106799,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106803,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106804,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000106809,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000106823,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000106829,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000106853,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000106868,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000106948,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000106976,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000106991,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000106992,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000106993,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000107014,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107014,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107020,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107021,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000107036,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107077,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107104,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000107130,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000107140,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107159,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107164,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000107165,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107175,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107185,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107186,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000107201,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000107223,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000107249,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000107262,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107263,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107281,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107290,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000107317,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107331,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107338,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107341,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107362,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107371,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107372,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107404,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107438,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107443,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107521,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107537,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107551,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107554,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107560,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107562,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107566,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107581,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000107611,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107614,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000107625,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107643,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000107651,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107669,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107672,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107679,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107731,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000107738,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000107745,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107758,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107771,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000107779,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000107789,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107796,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107798,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000107815,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107816,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107819,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000107829,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000107833,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000107854,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107862,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107863,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000107864,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107872,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000107874,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000107882,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107890,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107897,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107902,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000107929,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000107937,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107938,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107949,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107951,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000107957,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000107959,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000107960,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000107968,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000107984,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000108010,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000108021,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000108039,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000108055,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000108061,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000108064,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000108091,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000108094,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000108100,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
